recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type I Label
2835,2004as, ,HOLM 254B,171.41249999999997,22.831666666666663,,9300.0, ,17.2,>,Ia,171.41324999999998,22.830388888888887,"Pugh, Burket, Li+",Type I
212,1962E, ,M 04-27-10,168.77499999999998,25.896666666666665,38.0,14577.0,.S..1.,17.5,>,I,168.77304166666664,25.892138888888887,Rudnicki,Type I
1840,2001V, ,N 3987,179.33749999999998,25.195,84.0,4502.0,.S..3.,14.5,>,Ia,179.353875,25.2025,Berlind,Type I
2839,2004aw, ,N 3997,179.45,25.27,60.0,4771.0,.SB.3.,15.8,>,Ic,179.45937499999997,25.265305555555557,Boles; Itagaki,Type I
939,1994S, ,N 4495,187.845,29.134999999999994,65.0,4550.0,.S..2.,14.8,=,Ia,187.8410833333333,29.1345,Mitchell,Type I
1630,1999gr, ,M 05-29-24,182.29,29.27333333333333,77.0,3928.0,.S..4.,18.5,>,Ia,182.297125,29.276305555555552,Armstrong,Type I
2842,2004az, ,U 6853,178.19749999999996,29.32833333333333,56.0,8639.0,?L....,17.8,>,Ia,178.20091666666664,29.34769444444444,"Singer, Li+",Type I
683,1989A, ,N 3687,171.99999999999997,29.511666666666663,63.0,2507.0,PSBR4.,14.0,=,Ia,171.99624999999995,29.506111111111107,"Perlmutter, Pennypacker",Type I
1507,1999bu, ,N 3786,174.92749999999998,31.91,60.0,2678.0,.SBT1P,17.5,>,Ic,174.92708333333331,31.90808333333333,Lick Observatory Supernova Search,Type I
2846,2004bd, ,N 3786,174.92749999999998,31.91,60.0,2678.0,.SB.1.,14.3,>,Ia,174.92574999999997,31.90883333333333,Armstrong,Type I
2198,2002bw, ,P59990,259.1475,-10.343333333333332,71.0,5197.0,.S....,17.4,>,Ia,259.1483333333333,-10.342166666666666,Li +,Type I
2311,2002gf, ,ANON,313.8275,-0.0733333333333333,,25782.0, ,19.3,>,Ia,313.82449999999994,-0.0726111111111111,"Wood-Vasey, Aldering, Nugent, Rudas",Type I
2332,2002ha, ,N 6962,311.83,0.3199999999999999,41.0,4211.0,.SBR2.,14.5,=,Ia,311.82741666666664,0.3126666666666666,"Graham, Papenkova, Li+",Type I
2578,2003dt, ,N 6962,311.83,0.3199999999999999,41.0,4211.0,.SB.2.,17.5,>,Ia,311.8231666666666,0.3118888888888888,"Graham, Li, Schwartz, Holvorcem+",Type I
1924,2001dd, ,U11579,307.73,-0.6499999999999999,90.0,5902.0,.S..5.,16.4,>,Ia,307.7253333333333,-0.6574722222222221,Antonini,Type I
2895,2004da, ,N 6901,305.59,6.429999999999999,70.0,4794.0,.SB.2.,15.2,>,IaPec,305.58849999999995,6.430638888888888,Boles,Type I
2905,2004dk, ,N 6118,245.4525,-2.283333333333333,68.0,1573.0,.S..5.,17.6,>,Ib,245.45387499999995,-2.271472222222222,"Graham, Li+",Type I
1910,2001cp, ,U10738,257.7725,5.851666666666666,82.0,6716.0,.S..4.,15.9,>,Ia,257.76075,5.840777777777777,"Modjaz, Li +",Type I
2271,2002er, ,U10743,257.87749999999994,7.994999999999999,69.0,2569.0,.S..1.,14.6,=,Ia,257.87449999999995,7.995777777777777,"Li, Swift, Ganeshalingam+",Type I
2212,2002ck, ,U10030,236.7525,-0.985,57.0,8953.0,.SBS3P,15.9,>,Ia,236.75312499999995,-0.9904166666666664,Li +,Type I
1108,1996cm, ,ANON,232.5475,5.924999999999999,,134907.0, ,22.7,>,Ia,232.546875,5.9241666666666655,Supernova Cosmology Project,Type I
2021,2001gw, ,ANON,235.94,7.963333333333332,,108825.0, ,22.0,>,Ia,235.9410833333333,7.963972222222221,Supernova Cosmology Project,Type I
2317,2002gl, ,ANON,235.8525,7.899999999999999,,153193.0, ,23.3,>,Ia,235.85166666666663,7.899444444444443,"Supernova Cosmology Project, Knop",Type I
2029,2001he, ,ANON,236.6475,8.19,,174479.0, ,23.0,>,Ia:,236.6487083333333,8.190666666666665,Supernova Cosmology Project,Type I
2318,2002gm, ,ANON,236.73749999999995,8.209999999999999,,146898.0, ,22.3,>,Ia,236.73749999999995,8.210277777777776,"Supernova Cosmology Project, Knop",Type I
2028,2001hd, ,ANON,236.4,8.28,,153194.0, ,22.8,>,Ia,236.39966666666663,8.280722222222222,Supernova Cosmology Project,Type I
1745,2000df, ,C 51-70,243.5475,6.1516666666666655,32.0,11754.0,.E....,17.2,>,Ia,243.55091666666664,6.1501666666666654,Schwartz,Type I
1464,1999ac, ,N 6063,241.8075,7.978333333333333,61.0,2848.0,.S..5.,14.2,>,IaPec,241.81254166666665,7.972333333333332,"Modjaz, King, Papenkova, Friedman, Johnson, Treffers, Filippenko",Type I
2831,2004ao, ,U10862,262.0375,7.423333333333332,43.0,1691.0,.SB.5.,14.9,>,Ib,262.0389583333333,7.415416666666665,"Singer, Li+",Type I
1297,1998V, ,N 6627,275.66,15.699999999999998,24.0,5268.0,PSBS3.,15.5,>,Ia,275.6558333333333,15.70222222222222,Armstrong,Type I
1751,2000dm, ,U11198,274.74749999999995,16.249999999999996,83.0,4507.0,.S..2.,15.0,=,Ia,274.7457083333333,16.248166666666663,Lick Observatory Supernova Search,Type I
2238,2002dk, ,N 6616,274.4225,22.23833333333333,67.0,5556.0,.S..2.,17.5,>,IaPec,274.43133333333327,22.248166666666663,Li+,Type I
728,1990O, ,M 03-44-03,258.8925,16.325,44.0,9193.0,.S..1.,16.6,=,Ia,258.89966666666663,16.32383333333333,Mueller,Type I
1343,1998bp, ,N 6495,268.71,18.326666666666664,,3127.0,.E....,14.6,>,Ia,268.7113333333333,18.33052777777777,Armstrong,Type I
1876,2001bf, ,M 04-42-22,270.39,26.25333333333333,12.0,4647.0,.E....,14.5,>,Ia,270.391625,26.250638888888886,Armstrong,Type I
1727,2000cn, ,U11064,269.42,27.835,0.0,7043.0,.S..5.,16.6,>,Ia,269.41841666666664,27.832805555555552,Lick Observatory Supernova Search,Type I
2479,2003X, ,U11151,273.0225,29.155,85.0,7017.0,.S..4.,16.7,>,Ia,273.023625,29.15480555555555,Boles,Type I
2222,2002cu, ,N 6575,272.73999999999995,31.116666666666664,,6992.0,.E....,17.3,>,Ia,272.71,31.108972222222217,Li+,Type I
2125,2002B, ,ANON,85.19249999999998,-71.85499999999999,,42870.0, ,20.5,>,Ia,85.19191666666666,-71.85419444444443,Stubbs (SuperMacho microlensing survey team),Type I
1445,1999J, ,ANON,83.88499999999999,-69.49833333333332,,9983.0, ,17.0,>,IaPec,83.88445833333333,-69.49780555555554,Becker,Type I
2804,2004N, ,ANON,83.835,-69.45666666666666,,14990.0, ,17.9,>,Ia,83.83487499999998,-69.45508333333332,OGLE-III survey team,Type I
2974,2004gb, ,ANON,73.84249999999999,-67.51166666666666,,65954.0, ,20.5,>,Ia,73.84291666666665,-67.51230555555554,"Garg, Blondin, Challis, Stubbs, SuperMACHO collaboration (+ Aguilera, Prieto, Bramich, Huber, Minniti)",Type I
1405,1998ea, ,ANON,68.44749999999999,-61.58999999999999,,17225.0, ,19.5,>,Ia,68.44412499999999,-61.58899999999999,Mount Stromlo Abell Cluster Supernova Search Team,Type I
1113,1997A, ,P15393,67.88749999999999,-61.11999999999999,,17581.0, ,18.5,>,Ia,67.88912499999999,-61.11955555555555,Maza et al.,Type I
1370,1998cq, ,ANON,11.275,-63.831666666666656,,44969.0, ,19.3,>,Ia,11.275458333333331,-63.83066666666666,Mount Stromlo Abell Cluster Supernova Search Team,Type I
874,1992bk, ,E 156-G08,55.75749999999999,-53.63833333333333,44.0,17598.0,DL....,18.1,=,Ia,55.75791666666666,-53.63244444444444,Wischnjewsky,Type I
1397,1998ds, ,P74309,49.335,-53.18333333333332,75.0,,.L....,18.5,>,Ia,49.33004166666666,-53.18277777777777,Antezana,Type I
1211,1997cu, ,ANON,52.2625,-52.69499999999999,,18674.0,.E....,18.2,>,Ia,52.2625,-52.69474999999999,Mount Stromlo Abell Cluster Supernova Search Team,Type I
871,1992bh, ,LEDA376039,74.86249999999998,-58.82999999999999,56.0,13491.0,.S..4.,17.7,=,Ia,74.86479166666666,-58.82894444444444,Antezana,Type I
1252,1997ej, ,I 2060,64.4725,-56.61666666666666,50.0,6686.0,.L..-.,16.5,>,Ia,64.47287499999999,-56.61616666666666,Wischnjewsky,Type I
1270,1997fb, ,LEDA131407,75.30999999999999,-38.63666666666666,17.0,16118.0,.S..5.,18.6,>,Ia,75.31083333333332,-38.6368611111111,Mount Stromlo Abell Cluster Supernova Search Team,Type I
1271,1997fc, ,ANON,74.99249999999999,-38.91833333333333,,16200.0, ,20.5,>,Ia,74.99504166666665,-38.91786111111111,Mount Stromlo Abell Cluster Supernova Search Team,Type I
914,1993af, ,N 1808,76.9275,-37.51499999999999,65.0,1000.0,RSBS1.,17.0,>,Ia:,77.00295833333332,-37.48833333333333,Wischnjewsky,Type I
1093,1996bx, ,ANON,59.81749999999999,-53.37333333333333,,17988.0, ,18.3,>,Ia,59.81854166666666,-53.37397222222221,Mount Stromlo Abell Cluster Supernova Search Team,Type I
1958,2001el, ,N 1448,56.13249999999999,-44.64333333333333,83.0,1164.0,.SA.5.,12.7,>,Ia,56.12745833333332,-44.63988888888888,Monard,Type I
1404,1998dz, ,ANON,,,,26981.0, ,18.5,>,Ia,50.24241666666666,-41.08966666666666,Mount Stromlo Abell Cluster Supernova Search Team,Type I
882,1992bs, ,LEDA132177,52.36749999999999,-37.273333333333326,53.0,19000.0,.S....,18.3,=,Ia,52.36333333333332,-37.27191666666666,Gonzalez,Type I
572,1983V, ,N 1365,53.40249999999999,-36.13833333333333,53.0,1636.0,.SBS3.,13.5,>,Ib,53.38179166666666,-36.14861111111111,"Evans, Lindblad, Grosbol",Type I
814,1992A, ,N 1380,54.115,-34.974999999999994,55.0,1877.0,.LA...,12.6,=,Ia,54.11429166666666,-34.958749999999995,"Liller, Brown",Type I
738,1990Y, ,FCCB 1147,54.34499999999999,-33.04333333333333,,11702.0,.E....,17.7,=,Ia,54.34433333333333,-33.04447222222222,Wischnjewsky et al.,Type I
2007,2001gi, ,ANON,67.02999999999999,-36.36333333333333,,59958.0, ,21.0,>,Ia,67.02941666666666,-36.36255555555555,Altavilla et al.,Type I
2513,2003bg, ,E 420-G09,62.75249999999999,-31.408333333333328,47.0,1367.0,.SBS5.,15.0,>,IcPec,62.74758333333333,-31.413972222222217,"Wood-Vasey, Aldering, Nugent",Type I
742,1990ac, ,ANON,58.28999999999999,-29.745,,19000.0, ,18.0,>,Ia,58.28858333333333,-29.743833333333328,"McNaught, McKenzie",Type I
881,1992br, ,ANON,26.434999999999995,-56.09833333333332,,26382.0, ,19.3,=,Ia,26.436791666666664,-56.099416666666656,Wischnjewsky,Type I
2925,2004ee, ,E 298-G7,31.557499999999997,-37.33166666666666,36.0,6138.0,.S..5.,17.2,>,Ia,31.560916666666664,-37.33483333333333,"Chen, Huang, Z.Lin, H.Lin, Ip, Qiu, Hu",Type I
858,1992au, ,LEDA471591,2.6575,-49.94833333333332,,18287.0,.E....,18.2,=,Ia,2.667791666666666,-49.945361111111104,Antezana,Type I
1396,1998dr, ,LEDA483117,2.3774999999999995,-48.84499999999999,69.0,,.S....,18.0,>,Ia,2.377833333333333,-48.84419444444444,Antezana,Type I
878,1992bo, ,E 352-G57,20.51,-34.196666666666665,69.0,5549.0,.LBS0P,15.9,=,Ia,20.4935,-34.212083333333325,Antezana,Type I
846,1992ai, ,LEDA199496,22.285,-32.273333333333326,,,.S....,17.5,>,Ia,22.2835,-32.275,Antezana,Type I
1933,2001dm, ,N  749,28.919999999999995,-29.92333333333333,52.0,4361.0,PSBS0*,15.4,>,Ia,28.91895833333333,-29.922416666666663,"Beutler, Modjaz, Li +",Type I
1793,2000fc, ,ANON,14.64,-27.77833333333333,,126000.0, ,22.4,>,Ia,14.639916666666664,-27.777805555555556,"Turatto, Altavilla, Benetti, Cappellaro, Pastorello, Clocchiatti",Type I
2337,2002hf, ,M-05-3-20,14.445,-27.50166666666666,27.0,5609.0,.SB.5.,16.5,>,Ic,14.448916666666666,-27.50597222222222,"Hutchings, Li+",Type I
1569,1999ei, ,LEDA738548,23.469999999999995,-28.7,,9096.0, ,17.4,>,Ia,23.467916666666664,-28.699166666666663,Wischnjewsky,Type I
866,1992bc, ,E 300-G09,46.3175,-39.56166666666666,73.0,5996.0,.S..4.,15.2,=,Ia,46.322,-39.561027777777774,Antezana,Type I
952,1994ah, ,E 365-G19,44.1525,-33.91333333333333,80.0,11135.0,.S..3.,18.0,>,Ia,44.15729166666666,-33.91211111111111,McNaught,Type I
1632,1999gt, ,ANON,53.04249999999999,-28.105,,82143.0, ,22.1,>,Ia,53.04283333333333,-28.10444444444444,"Cappellaro, Pastorello, Rizzi, Salvo, Turatto, Danziger, Mazzali, Patat, Benetti",Type I
2066,2001ip, ,ANON,52.80499999999999,-27.84833333333333,,161888.0, ,23.8,>,Ia,52.80429166666666,-27.848749999999995,Altavilla,Type I
2693,2003if, ,N 1302,49.96,-26.059999999999995,24.0,1703.0,RSBR0.,17.6,>,Ia,49.96920833333333,-26.06402777777777,"Ganeshalingam, Li+",Type I
2683,2003hv, ,N 1201,46.03249999999999,-26.07,61.0,1680.0,.LAR0.,12.5,>,Ia,46.03883333333333,-26.085416666666664,"Beutler, Li+",Type I
543,1982R, ,N 1187,45.65749999999999,-22.86833333333333,48.0,1396.0,.SBR5.,14.8,=,Ib:,45.664625,-22.850416666666664,"Muller, Pizarro",Type I
1031,1996N, ,N 1398,54.71499999999999,-26.335,43.0,1407.0,PSBR2.,16.0,>,Ib/c,54.73045833333333,-26.334472222222217,"Williams, Martin",Type I
2921,2004ea, ,M-03-11-19,64.0525,-16.749999999999996,74.0,1953.0,.SB.7.,18.2,>,Ia,64.05499999999999,-16.75569444444444,"Park, Li+",Type I
879,1992bp, ,LEDA869197,54.15999999999999,-18.35333333333333,50.0,23684.0,.L....,18.5,=,Ia,54.15812499999999,-18.353805555555557,Wischnjewsky,Type I
2290,2002fk, ,N 1309,50.5275,-15.4,17.0,2135.0,.SAS4.,13.1,=,Ia,50.52379166666666,-15.400888888888886,"R.Kushida; Wang, Qiu (BE)",Type I
2393,2002jj, ,I 340,54.86999999999999,-13.114999999999998,70.0,4218.0,.L....,16.5,>,Ic,54.873125,-13.1155,"Hutchings, Li+",Type I
2596,2003em, ,E 478-G6,32.325,-23.415,52.0,5332.0,.S..4.,17.2,>,Ia,32.334291666666665,-23.41472222222222,Monard,Type I
2288,2002fi, ,M-04-7-10,38.4825,-21.04333333333333,44.0,17138.0,.S..2.,18.3,>,Ia,38.47666666666666,-21.0415,"Weisz, Li+",Type I
953,1994ai, ,N  908,35.77,-21.23333333333333,68.0,1498.0,.SBS5.,16.5,>,Ic,35.77570833333333,-21.23286111111111,"Williams, Martin",Type I
2987,2004go, ,I 270,43.935,-14.208333333333332,32.0,8745.0,.L....,16.5,>,Ia,43.92399999999999,-14.23736111111111,"Pugh, Li+",Type I
1754,2000dp, ,N 1139,43.19499999999999,-14.529999999999998,64.0,10350.0,.SBR0P,16.8,>,Ia,43.18504166666666,-14.531861111111107,Lick Observatory Supernova Search,Type I
2783,2003ls, ,ANON,45.3,-10.9,,13011.0, ,16.5,>,Ia,45.251625,-10.884583333333332,"Foley, Filippenko+",Type I
2920,2004dz, ,LEDA981352,44.4025,-10.181666666666665,,, ,18.6,>,Ia,44.40274999999999,-10.181333333333331,"Ganeshalingam, Moore, Li+",Type I
672,1988Y, ,LEDA175460,41.23499999999999,-8.403333333333332,,8842.0, ,16.0,>,Ia,41.22879166666666,-8.407916666666665,Wild,Type I
1398,1998dt, ,N  945,37.155,-10.54,24.0,4480.0,.SBT5.,16.6,>,Ib,37.14883333333333,-10.549944444444442,"Shefler, Halderson, Modjaz, King, Li, Treffers, Filippenko",Type I
2726,2003jm, ,ANON,37.21249999999999,-9.166666666666666,,149896.0, ,22.9,>,Ia,37.21220833333333,-9.166138888888888,ESSENCE project,Type I
2752,2003km, ,ANON,37.5375,-9.076666666666666,,89938.0, ,21.8,>,Ia,37.5375,-9.076638888888889,ESSENCE project,Type I
2727,2003jn, ,ANON,37.33749999999999,-9.038333333333332,,89937.0, ,20.8,>,Ia,37.33837499999999,-9.037666666666665,ESSENCE project,Type I
2965,2004fs, ,ANON,37.8325,-8.823333333333332,,149896.0, ,22.6,>,Ia,37.833125,-8.822694444444442,ESSENCE project,Type I
2736,2003jw, ,ANON,37.7775,-8.759999999999998,,89938.0, ,22.6,>,Ia,37.7785,-8.760138888888887,ESSENCE project,Type I
2755,2003kp, ,ANON,37.76,-8.665,,179876.0, ,22.1,>,Ia,37.761,-8.66411111111111,ESSENCE project,Type I
2383,2002iz, ,ANON,37.83749999999999,-8.603333333333332,,119916.0, ,22.1,>,Ia,37.836375,-8.603638888888888,"Smith, Suntzeff (CTIO), Stubbs - ESSENCE project",Type I
2757,2003kr, ,ANON,37.83749999999999,-8.603333333333332,,119917.0, ,22.0,>,Ia,37.837333333333326,-8.603944444444442,ESSENCE project,Type I
2758,2003ks, ,ANON,37.895,-8.613333333333332,,149896.0, ,22.2,>,Ia,37.89391666666666,-8.612888888888888,ESSENCE project,Type I
2733,2003jt, ,ANON,37.97749999999999,-8.596666666666666,,119917.0, ,22.0,>,Ia,37.97749999999999,-8.596777777777776,ESSENCE project,Type I
2402,2002js, ,ANON,35.147499999999994,-9.578333333333331,,119917.0, ,22.9,>,Ia,35.147458333333326,-9.57886111111111,Challis  (ESSENCE project),Type I
2404,2002ju, ,ANON,35.044999999999995,-9.076666666666666,,89938.0, ,21.6,>,Ia,35.04583333333333,-9.077083333333333,Challis  (ESSENCE project),Type I
2964,2004fr, ,ANON,37.1825,-8.906666666666666,,59958.0, ,22.2,>,Ia,37.18237499999999,-8.906666666666666,ESSENCE project,Type I
2406,2002jw, ,ANON,37.5025,-8.606666666666666,,119917.0, ,22.8,>,Ia,37.50216666666666,-8.606222222222222,Challis  (ESSENCE project),Type I
1817,2000ga, ,LEDA3102945,37.26499999999999,-8.403333333333332,,42211.0, ,20.0,>,Ia,37.26554166666666,-8.403805555555554,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
2732,2003js, ,ANON,37.4675,-8.541666666666666,,119917.0, ,22.0,>,Ia,37.46729166666666,-8.541138888888888,ESSENCE project,Type I
2382,2002iy, ,ANON,37.6675,-8.194999999999999,,149896.0, ,21.3,>,Ia,37.66666666666666,-8.194583333333332,"Smith, Suntzeff (CTIO), Stubbs - ESSENCE project",Type I
2725,2003jl, ,ANON,37.12,-8.145,,119917.0, ,22.4,>,Ia,37.11899999999999,-8.14575,ESSENCE project,Type I
2774,2003li, ,ANON,36.9475,-7.563333333333333,,149896.0, ,22.8,>,Ia,36.94704166666666,-7.562833333333332,ESSENCE project,Type I
2759,2003kt, ,ANON,38.44499999999999,-8.606666666666666,,179876.0, ,22.8,>,Ia,38.445875,-8.606138888888887,ESSENCE project,Type I
2966,2004ft, ,ANON,38.385,-8.159999999999998,,149896.0, ,22.4,>,Ia,38.38595833333333,-8.15947222222222,ESSENCE project,Type I
2777,2003ll, ,ANON,38.92249999999999,-8.108333333333333,,179876.0, ,23.2,>,Ia,38.92162499999999,-8.10822222222222,ESSENCE project,Type I
241,1963P, ,N 1084,41.49999999999999,-7.578333333333332,52.0,1406.0,.SAS5.,14.0,>,Ia,41.50883333333333,-7.580694444444443,Wild,Type I
2756,2003kq, ,ANON,37.7675,-8.181666666666665,,179876.0, ,22.6,>,Ia,37.76704166666666,-8.182388888888887,ESSENCE project,Type I
589,1984L, ,N  991,38.885,-7.154999999999999,27.0,1532.0,.SBT5.,14.0,=,Ib,38.87695833333333,-7.158583333333333,Evans,Type I
1247,1997ee, ,ANON,46.855,-3.173333333333333,,49800.0, ,20.5,>,Ia,46.85341666666666,-3.174083333333333,"Regnault, Perdereau",Type I
2477,2003V, ,ANON,46.42999999999999,-1.4049999999999998,,13490.0, ,18.2,>,Ia,46.42937499999999,-1.4035555555555554,"Wood-Vasey, Aldering, Nugent",Type I
1071,1996bb, ,ANON,44.27499999999999,-2.705,,167884.0, ,23.6,>,Ia:,44.27524999999999,-2.704833333333333,High-Z Supernova Search Team,Type I
1000,1995ao, ,ANON,44.37749999999999,-1.688333333333333,,72000.0, ,21.5,>,Ia,44.37791666666666,-1.6888333333333332,High-Z Supernova Search Team,Type I
2643,2003gh, ,N 2466,116.31749999999998,-71.41,24.0,5313.0,.S..5.,15.6,>,Ia,116.32470833333332,-71.4103611111111,Monard,Type I
870,1992bg, ,LEDA343503,115.48749999999998,-62.51999999999999,71.0,10793.0,.S..1.,17.4,=,Ia,115.48554166666663,-62.5191111111111,Antezana,Type I
915,1993ag, ,LEDA 648636,150.89749999999998,-35.46166666666666,56.0,21285.0,.L....,18.3,=,Ia:,150.89583333333331,-35.463222222222214,Antezana,Type I
2720,2003jg, ,N 2997,146.415,-31.191666666666663,46.0,1087.0,.SB.5.,16.5,>,Ib/c,146.40999999999997,-31.188861111111105,Martin,Type I
886,1993B, ,LEDA 662260,158.71749999999997,-34.44166666666666,48.0,20686.0,.SB.3.,18.8,=,Ia,158.71408333333332,-34.44166666666666,Antezana,Type I
2981,2004gi, ,E 437-G32,159.855,-27.91333333333333,34.0,3244.0,.SB.4.,14.9,>,Ia,159.84724999999997,-27.911111111111108,"Moore, Shimasaki, Li+",Type I
823,1992J, ,LEDA765572,152.25499999999997,-26.645,53.0,13491.0,.S....,17.9,=,Ia,152.25124999999997,-26.640111111111107,Wischnjewsky,Type I
2399,2002jp, ,N 3313,159.3575,-25.318333333333328,46.0,3706.0,.SB.2.,16.7,>,Ic,159.36041666666665,-25.359777777777776,"Ganeshalingam, Li+",Type I
1831,2001M, ,N 3240,156.12999999999997,-21.791666666666664,32.0,3559.0,.SAT5.,17.2,>,Ic,156.13116666666664,-21.79461111111111,"Aazami, Li +",Type I
818,1992E, ,LEDA367537,98.82,-59.93333333333332,47.0,17988.0,.S....,20.0,>,Ia,98.82133333333331,-59.9341111111111,"McNaught, Drinkwater",Type I
1476,1999ao, ,LEDA643983,96.86,-35.84,,16189.0, ,18.2,>,Ia,96.859875,-35.84005555555555,Mount Stromlo Abell Cluster Supernova Search Team,Type I
2809,2004S, ,M-05-16-21,101.44499999999998,-31.23,68.0,2731.0,.S..5.,16.0,>,Ia,101.43125,-31.23125,Martin,Type I
2497,2003ap, ,ANON,147.71999999999997,-21.851666666666663,,8994.0, ,16.7,>,Ia,147.72012499999997,-21.852805555555552,"Wood-Vasey, Aldering, Nugent",Type I
1620,1999gh, ,N 2986,146.06749999999997,-21.27833333333333,,2302.0,.E.2..,14.7,=,Ia,146.08229166666663,-21.27361111111111,Takamizawa,Type I
1875,2001be, ,ANON,148.21249999999998,-20.566666666666663,,72250.0, ,21.1,>,Ia,148.21337499999998,-20.566666666666663,"Cappellaro, Altavilla, Benetti, Pastorello, Turatto, Clocchiatti, Danziger, Mazzali, Patat",Type I
1043,1996Z, ,N 2935,144.18499999999997,-21.12833333333333,41.0,2277.0,PSXS3.,14.6,=,Ia,144.18675,-21.14769444444444,W.Johnson,Type I
762,1991K, ,N 2851,140.12749999999997,-16.496666666666666,67.0,5096.0,.LA.0.,18.0,>,Ia:,140.1269583333333,-16.50047222222222,McNaught,Type I
972,1995M, ,LEDA954341,144.67749999999998,-12.335,,15589.0, ,18.5,>,Ia,144.6740833333333,-12.335527777777775,McNaught,Type I
1993,2001fu, ,M-03-23-11,133.0775,-17.744999999999997,36.0,1695.0,PLBS0*,15.1,>,Ia,133.0690833333333,-17.74161111111111,Li +,Type I
2186,2002bk, ,ANON,135.61249999999998,-9.296666666666663,,16788.0, ,18.5,>,Ia,135.611125,-9.294083333333331,"Wood-Vasey, Aldering, Nugent",Type I
1625,1999gm, ,P24106,128.795,-8.386666666666665,56.0,,.L...P,17.3,>,Ia,128.79887499999998,-8.38761111111111,Lick Observatory Supernova Search,Type I
1482,1999au, ,ANON,134.74249999999998,-7.369999999999999,,37174.0,.E....,19.2,>,Ia,134.74170833333332,-7.369416666666665,Wise Observatory Optical Transients Search,Type I
2335,2002hd, ,M-01-23-008,133.51999999999998,-7.183333333333333,48.0,10493.0,.LA.0.,18.0,>,Ia,133.51412499999998,-7.1893055555555545,"Wood-Vasey, Aldering, Nugent",Type I
1785,2000eu, ,LEDA1042875,135.05249999999998,-5.583333333333333,,, ,18.7,>,Ia,135.05416666666665,-5.584499999999999,Nearby Galaxies Supernova Search team,Type I
1377,1998cx, ,N 6209,253.73999999999995,-72.58666666666666,43.0,5865.0,PSAT4.,17.8,>,Ia,253.7304583333333,-72.58999999999999,Wassilieff,Type I
736,1990W, ,N 6221,253.1925,-59.21666666666666,62.0,1482.0,.SBS5.,14.9,>,Ic,253.1965833333333,-59.21527777777777,Evans,Type I
2200,2002by, ,E 139-G34,267.59,-59.56,55.0,3733.0,.S..5.,14.5,>,IaPec,267.57741666666664,-59.56433333333332,Chassagne,Type I
824,1992K, ,E 269-G57,197.52,-46.43666666666666,44.0,3080.0,PSBR2.,16.3,=,Ia,197.5175,-46.44174999999999,Antezana,Type I
623,1986G, ,N 5128,201.37,-43.01666666666666,41.0,547.0,.L...P,12.5,=,Ia,201.402125,-43.03169444444444,Evans,Type I
722,1990I, ,N 4650A,191.205,-40.715,68.0,2880.0,.S..0P,16.7,>,Ib,191.20954166666664,-40.72686111111111,"Pizarro, Miranda, Pasquini, Leibundgut",Type I
1920,2001cz, ,N 4679,191.875,-39.57166666666666,71.0,4612.0,.SBS5P,14.5,>,Ia,191.8757083333333,-39.58002777777777,Chassagne,Type I
899,1993O, ,LEDA 679349,202.7875,-33.21666666666666,53.0,15589.0,.L....,17.8,=,Ia,202.78279166666664,-33.21402777777777,Antezana,Type I
1714,2000ca, ,E 383-G32,203.845,-34.16166666666666,44.0,7080.0,RS..5.,15.9,>,Ia,203.84575,-34.16027777777777,Antezana,Type I
900,1993P, ,LEDA2793694,202.3575,-30.41333333333333,,15140.0,.S....,17.5,>,Ic,202.3575,-30.41305555555555,Antezana,Type I
892,1993H, ,E 445-G66,208.21,-30.711666666666662,38.0,7257.0,.SBR2.,17.0,=,Ia,208.20975,-30.706472222222217,Wischnjewsky,Type I
2527,2003bu, ,N 5393,210.1325,-28.875,44.0,6019.0,.S..1.,17.2,>,Ic,210.13104166666665,-28.87575,"Pugh, Li+",Type I
391,1972E, ,N 5253,204.9825,-31.645,69.0,404.0,.S?.8.,8.4,=,Ia,204.9695833333333,-31.669166666666666,Kowal,Type I
3,1895B, ,N 5253,204.9825,-31.645,69.0,404.0,.S..8.,8.0,=,I,204.98875,-31.634999999999994,Fleming,Type I
2870,2004cb, ,E 445-G20,205.955,-29.745,90.0,4071.0,.S..5.,15.8,>,Ia,205.95216666666664,-29.749777777777773,Monard,Type I
1872,2001bb, ,I 4319,205.86,-29.805,71.0,4653.0,.SAS4.,16.0,>,Ic,205.8554583333333,-29.803638888888884,"Schwartz, Li +",Type I
564,1983N, ,N 5236,204.25,-29.86833333333333,24.0,516.0,.SXS5.,11.4,=,Ib,204.2135,-29.900749999999995,Evans,Type I
1053,1996aj, ,ANON,202.28,-29.23333333333333,,32977.0, ,18.5,>,Ia,202.27841666666663,-29.233888888888885,Mount Stromlo Abell Cluster Supernova Search Team,Type I
1189,1997by,*,I 4252,201.8675,-27.325,55.0,13612.0,.LAT-*,16.2,>,Ia,201.86475,-27.32269444444444,Mount Stromlo Abell Cluster Supernova Search Team,Type I
1536,1999cz, ,N 5078,199.9575,-27.41,74.0,2168.0,.SAS1*,16.0,>,Ic,199.9522083333333,-27.40125,"Williams, Martin, Woodings",Type I
