recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
2556,"2003cx", ,"ANON",209.27749999999997,-17.03833333333333,,11092," ",19.1,>,"II",209.27691666666664,-17.03961111111111,"Wood-Vasey, Aldering, Nugent"
2826,"2004aj", ,"ANON",215.15749999999997,-12.403333333333332,,74049," ",22.3,>,"Ia",215.15658333333332,-12.403999999999998,"Riello, Benetti, Cappellaro, Patat, Botticella, Altavilla, Pastorello, Turatto, Valenti"
2906,"2004dl", ,"ANON",212.79749999999996,-12.043333333333331,,74948," ",21.2,>,"Ia",212.79791666666662,-12.043583333333332,"Riello,  Pignata, Botticella, Patat, Benetti, Cappellaro, Turatto, Valenti"
2875,"2004cg", ,"ANON",212.84999999999997,-12.01833333333333,,79145," ",22.4,>,"II",212.84879166666664,-12.018999999999998,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti"
2216,"2002co", ," ",,,,95334," ",22.6,>,"II",212.72099999999998,-11.756944444444443,"Altavilla, Benetti et al."
2874,"2004cf", ,"ANON",212.77499999999998,-11.736666666666665,,74049," ",22.9,>,"Ib/c",212.77404166666665,-11.735944444444442,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti"
942,"1994V", ,"M-03-38-25",223.66999999999996,-17.40833333333333,66,3011,".SBT4*",17.0,>," ",223.66837499999997,-17.411805555555553,"McNaught"
730,"1990Q", ,"N 5917",230.38499999999996,-7.376666666666666,53,1904,".S..3P",16.0,>,"II",230.38858333333332,-7.374027777777777,"Pollas"
1838,"2001T", ,"M-02-37-6",218.21999999999997,-12.974999999999998,50,4167,".SBT4.",16.8,>,"II",218.22154166666664,-12.978777777777776,"Jiang, Qiu, Hu"
973,"1995N",*,"M-02-38-16",222.37749999999997,-10.173333333333332,,1834,"DIB...",17.5,>,"IIn",222.36779166666665,-10.170944444444443,"Pollas"
2865,"2004bw", ,"M 00-38-19",225.93999999999997,-3.3016666666666663,38,6355,".SB.5.",17.6,>,"Ia",225.94479166666665,-3.304555555555555,"Moore, Li+"
1681,"2000at", ,"ANON",223.87749999999997,-1.8883333333333332,,," ",20.6,>," ",223.87916666666663,-1.8864444444444441,"QUEST collaboration"
1892,"2001bx", ,"ANON",223.52249999999998,-1.7016666666666664,,," ",20.0,>," ",223.52341666666663,-1.7011388888888888,"QUEST collaboration"
852,"1992ao", ,"N 7637",351.62249999999995,-81.91166666666666,27,3680,".SAR5.",17.0,>,"II",351.7205833333333,-81.8958611111111,"McNaught"
1412,"1998eh", ,"E 74-G09",312.23749999999995,-69.09166666666665,40,11413,"DS....",17.5,>," ",312.24091666666664,-69.08491666666666,"Wischnjewsky"
1426,"1998ew", ,"N 6943",311.13749999999993,-68.74666666666666,61,3109,".SBR5*",14.0,>,"II",311.13374999999996,-68.72694444444444,"Antezana"
1049,"1996af", ,"ANON",337.12999999999994,-68.975,,29979," ",19.5,>," ",337.12970833333327,-68.97583333333333,"Mount Stromlo Abell Cluser Supernova Search Team"
491,"1978J", ,"ANON",336.55999999999995,-67.17333333333332,,," ",17.5,>," ",336.55412499999994,-67.1731111111111,"McNaught"
474,"1976Q", ,"ANON",320.22999999999996,-67.22333333333333,,,".S....",18.5,>," ",320.2290416666666,-67.22333333333333,"McNaught"
1385,"1998df", ,"LEDA316685",323.12999999999994,-65.05666666666666,59,,".S....",17.5,>," ",323.127375,-65.05911111111111,"Antezana"
745,"1990af", ,"LEDA340526",323.74749999999995,-62.73666666666666,30,15080,".LB...",17.9,=,"Ia",323.7421666666666,-62.73538888888888,"Antezana"
1435,"1998ff", ,"ANON",338.20249999999993,-60.56833333333333,,," ",25.3,>," ",338.2037083333333,-60.56799999999999,"Beckwith"
459,"1975V", ,"ANON",304.55999999999995,-69.06166666666665,,,".S....",19.0,>," ",304.555125,-69.06077777777777,"McNaught"
618,"1985T",*,"E 104-G31",285.85499999999996,-65.60999999999999,59,,".S..5.",18.0,>," ",285.8689166666666,-65.60344444444443,"McNaught"
1874,"2001bd", ,"ANON",288.29499999999996,-64.285,,28780," ",22.6,>,"II",288.29570833333327,-64.28527777777776,"Cappellaro, Altavilla, Benetti, Pastorello, Turatto, Clocchiatti, Danziger, Mazzali, Patat"
897,"1993M", ,"LEDA 324192",288.25749999999994,-64.28999999999999,,23384," ",18.5,>,"Ia",288.25637499999993,-64.29119444444443,"Antezana"
2968,"2004fv", ,"N 6492",270.7025,-66.42999999999999,61,4333,".S..4.",14.8,>,"Ia",270.69325,-66.4318611111111,"Monard"
1908,"2001cn", ,"I 4758",281.56999999999994,-65.75666666666666,47,4647,".S..5.",14.8,>,"Ia",281.5743333333333,-65.76161111111111,"Chassagne"
2819,"2004ac", ,"I 4769",281.93499999999995,-63.15666666666666,54,4534,".SB.3.",16.9,>,"Ia",281.9319583333333,-63.14849999999999,"Monard"
828,"1992O", ,"LEDA339287",290.92999999999995,-62.82499999999999,,11992," ",17.8,>,"Ia",290.9262083333333,-62.82502777777777,"Antezana"
1221,"1997de", ,"N 6769",289.59499999999997,-60.50166666666666,48,3686,".SBR3P",17.5,>,"Ia",289.58674999999994,-60.49499999999999,"Wassilieff, Downs"
733,"1990T", ,"P63925",299.74999999999994,-56.25666666666666,43,11992,".LAS0.",17.3,=,"Ia",299.75949999999995,-56.258333333333326,"Antezana"
783,"1991ag", ,"I 4919",300.03749999999997,-55.37499999999999,56,4264,".SBS7P",14.7,=,"Ia",300.03595833333327,-55.36758333333333,"Antezana"
1342,"1998bo", ,"E 185-G31",299.3425,-55.136666666666656,83,4793,".SBS2.",18.0,>,"Ic",299.3439583333333,-55.13844444444444,"Wischnjewsky"
842,"1992ae", ,"ANON",322.07499999999993,-61.551666666666655,,22484," ",18.6,=,"Ia",322.07358333333326,-61.54999999999999,"Antezana"
1206,"1997cp", ,"ANON",326.12749999999994,-57.42499999999999,,47967," ",20.3,>," ",326.1520833333333,-57.4251111111111,"Mount Stromlo Abell Cluster Supernova Search Team"
1059,"1996ap", ,"LEDA2800212",326.4675,-57.14166666666666,,22467," ",19.5,>," ",326.47287499999993,-57.14091666666666,"Mount Stromlo Abell Cluster Supernova Search Team"
2240,"2002dm", ,"I 5017",308.0175,-57.58666666666666,56,7547,"RLXT0.",19.6,>,"Ia",308.0304166666666,-57.58427777777777,"Sanders"
493,"1978L", ,"ANON",311.645,-53.31833333333333,,," ",18.0,>," ",311.6429166666666,-53.319555555555546,"McNaught"
849,"1992al", ,"E 234-G69",311.47499999999997,-51.39166666666666,77,4197,".SBS5*",14.6,=,"Ia",311.4852083333333,-51.39444444444444,"McNaught"
472,"1976O", ,"E 234-G16",305.85499999999996,-50.544999999999995,36,5196,".SAT5.",16.0,>," ",305.8533333333333,-50.54166666666666,"McNaught"
1062,"1996as", ,"LEDA 128847",316.4,-52.37833333333332,34,10793,".SB.5.",17.5,>,"II",316.40124999999995,-52.3781111111111,"Evans"
980,"1995U", ,"E 235-IG13",313.67249999999996,-51.37333333333333,52,16668,".S..5.",18.0,>,"Ia",313.66925,-51.374111111111105,"McNaught"
2676,"2003ho", ,"E 235-G58",316.61749999999995,-48.12166666666666,73,4265,".SB.6.",18.6,>,"II",316.6273333333333,-48.12497222222222,"Monard"
1055,"1996al", ,"N 7689",353.31749999999994,-54.09333333333333,51,1981,".SBT5.",14.0,>,"II",353.3170833333333,-54.08388888888888,"Evans, Benton, Beaman"
875,"1992bl", ,"E 291-G11",348.79999999999995,-44.73666666666666,52,12891,".SB.3.",17.3,=,"Ia",348.80520833333327,-44.74291666666666,"Antezana"
1224,"1997dh", ,"ANON",356.32249999999993,-44.94499999999999,,," ",19.0,>," ",356.32154166666663,-44.94586111111111,"Perdereau, Hamilton"
1227,"1997dk", ,"P95451",355.91499999999996,-41.32166666666666,,15456,".E....",18.7,>," ",355.91120833333326,-41.323722222222216,"Perdereau, Hamilton"
1228,"1997dl", ,"P95451",355.91499999999996,-41.32166666666666,,15456,".E....",19.5,>," ",355.91033333333326,-41.322222222222216,"Perdereau, Hamilton"
1414,"1998ej", ,"LEDA131821",355.25499999999994,-38.94333333333333,74,,".S..5.",19.0,>," ",355.2539583333333,-38.94366666666666,"Antezana"
1413,"1998ei", ,"LEDA131771",353.01499999999993,-39.55499999999999,30,16413,".S..4.",18.5,>," ",353.01562499999994,-39.5551111111111,"Antezana"
904,"1993T", ,"LEDA 531626",347.73249999999996,-44.98499999999999,,26382," ",18.0,>,"Ia",347.72537499999993,-44.98016666666666,"Antezana"
2310,"2002ge", ,"N 7400",343.5875,-45.34666666666666,82,3001,".S..4.",14.1,>,"Ia",343.5895416666666,-45.34080555555555,"Chassagne"
2057,"2001ig", ,"N 7424",344.32499999999993,-41.06999999999999,41,942,".SBT5.",13.0,>,"IIb",344.37787499999996,-41.040527777777775,"Evans"
2907,"2004dm", ,"ANON",340.84,-40.32999999999999,,67453," ",21.6,>,"Ib",340.83899999999994,-40.32963888888888,"Riello,  Pignata, Botticella, Patat, Benetti, Cappellaro, Turatto, Valenti"
1381,"1998db", ,"ANON",343.97749999999996,-39.44166666666666,,," ",19.4,>," ",343.9776666666666,-39.44161111111111,"Perdereau, Regnault (EROS)"
2894,"2004cz", ,"E 407-G9",348.18749999999994,-37.20833333333333,73,1571,".SB.6.",15.0,>,"IIP",348.1800833333333,-37.21630555555555,"Jacques, Napoleao"
854,"1992aq", ,"ANON",346.1424999999999,-37.34166666666666,40,30279,".S?.1.",19.4,=,"Ia",346.1448333333333,-37.34502777777777,"Antezana"
563,"1983M", ,"N 7418A",344.17499999999995,-36.773333333333326,53,2102,".SAT6.",16.0,>," ",344.2002083333333,-36.76158333333333,"Wischnjewsky"
896,"1993L", ,"I 5270",344.47999999999996,-35.85666666666666,79,1926,".SBR5*",14.0,>,"Ia",344.47029166666664,-35.857499999999995,"Evans"
1376,"1998cw", ,"ANON",344.0824999999999,-35.166666666666664,,," ",17.5,>,"Ia",344.08195833333326,-35.16663888888888,"Antezana"
1375,"1998cv", ,"E 237-G42",332.43999999999994,-49.798333333333325,56,8102,".S..5.",17.5,>,"Ic",332.44287499999996,-49.79527777777777,"Antezana"
1056,"1996am", ,"ANON",326.53,-44.00333333333333,,19717," ",19.0,>,"Ia",326.53116666666665,-44.00352777777777,"Mount Stromlo Abell Cluster Supernova Search Team"
1050,"1996ag", ,"ANON",326.71,-43.69666666666666,,41971," ",20.5,>," ",326.71029166666665,-43.697333333333326,"Mount Stromlo Abell Cluser Supernova Search Team"
488,"1978G", ,"I 5201",335.23999999999995,-46.035,66,915,".SBT5.",12.9,>,"IIn",335.20129166666663,-46.02291666666666,"Blades, Griffiths, Ward"
1382,"1998dc", ,"LEDA122478",335.07499999999993,-44.56666666666666,65,19371,".S..5.",19.5,>," ",335.0670833333333,-44.56558333333333,"Perdereau, Regnault (EROS)"
741,"1990ab", ,"LEDA131597",328.51499999999993,-40.06833333333333,,9842,".E....",18.0,>,"Ia",328.51670833333327,-40.07113888888888,"McNaught"
707,"1989Y", ,"E 287-G04",319.525,-46.30166666666666,70,4227,".SBT3.",16.4,>," ",319.52670833333326,-46.30947222222222,"McNaught"
806,"1991be", ,"LEDA566831",323.31249999999994,-42.21166666666666,,," ",18.5,>," ",323.3099166666666,-42.21272222222222,"McNaught"
857,"1992at", ,"LEDA132463",321.78749999999997,-36.99666666666666,44,,".S..5.",18.0,>,"Ia",321.7883333333333,-36.99955555555555,"McNaught"
2937,"2004eq", ,"E 404-G12",329.28,-34.58166666666666,38,2651,".SB.5.",13.4,>,"Ia",329.2894166666666,-34.58091666666666,"Huang, Chen, Z.Lin, H.Lin, Tsai, Ip, Qiu, Hu"
2893,"2004cy", ,"E 403-G9",323.61499999999995,-33.385,71,7726,".S..1.",15.6,>," ",323.6069583333333,-33.387138888888884,"Chen, Z.Lin, Huang, H.Lin, Ip, Qiu, Hu"
1584,"1999ex", ,"I 5179",334.03749999999997,-36.84499999999999,59,3422,".SAT4.",16.6,=,"Ib/c",334.03029166666664,-36.84824999999999,"Martin, Williams, Woodings"
1565,"1999ee", ,"I 5179",334.03749999999997,-36.84499999999999,59,3422,".SAT4.",14.6,=,"Ia",334.04166666666663,-36.844361111111105,"Wischnjewsky"
1888,"2001bt", ,"I 4830",288.4525,-59.294999999999995,44,4388,".SBR4.",14.9,>,"Ia",288.4447916666666,-59.28966666666666,"Chassagne"
1723,"2000cj", ,"N 6753",287.84749999999997,-57.048333333333325,30,3124,"RSAR3.",14.5,>,"Ia",287.86524166666663,-57.05539166666666,"Evans"
788,"1991al", ,"LEDA140858",295.59,-55.10499999999999,,2998,".S....",16.6,=,"II",295.6002083333333,-55.106555555555545,"Wischnjewsky"
1417,"1998em", ,"I 4837A",288.81499999999994,-54.133333333333326,90,2847,".SAS3*",16.5,>,"Ia",288.802875,-54.11380555555555,"Antezana"
2891,"2004cw", ,"E 184-75",292.74249999999995,-53.54333333333333,48,5433,".SB.5.",16.6,>," ",292.73937499999994,-53.541305555555546,"Jacques"
1350,"1998bw",*,"E 184-G82",293.7675,-52.84333333333333,32,2548,".SB.5.",13.6,=,"Ic",293.76379166666663,-52.8457361111111,"Galama, Vreeswijk, Pian,  Doublier, Gonzalez, Soffitta, Feroci, Piro, Zand, et al."
2909,"2004do", ,"N 6708",283.8975,-53.72333333333333,41,2579,".S..3.",15.4,>,"Ia",283.8905,-53.72299999999999,"Monard"
1753,"2000do", ,"N 6754",287.85749999999996,-50.64166666666666,63,3257,".SBT3.",15.0,>,"Ia",287.85912499999995,-50.640138888888885,"B.White"
1395,"1998dq", ,"N 6754",287.85749999999996,-50.64166666666666,63,3257,".SBT3.",14.1,>,"Ia",287.8490833333333,-50.64041666666666,"White"
1317,"1998ap", ,"LEDA161861",300.155,-52.709999999999994,,12429," ",17.0,>," ",300.14824999999996,-52.710222222222214,"Antezana"
976,"1995Q", ,"E 284-G 42",304.11499999999995,-43.404999999999994,74,,".S..5.",18.0,>,"II",304.1229583333333,-43.406833333333324,"McNaught"
167,"1959G", ,"ANON",302.67499999999995,-43.93333333333333,,," ",14.5,>," ",302.66666666666663,-43.934999999999995,"Hoffmeister"
901,"1993Q", ,"LEDA 557964",308.93999999999994,-42.79166666666666,,," ",19.0,>,"Ia",308.9455833333333,-42.79261111111111,"McNaught"
2003,"2001ge", ,"ANON",307.80999999999995,-40.58833333333333,,65954," ",21.4,>,"Ia",307.81016666666665,-40.587777777777774,"Altavilla et al."
1928,"2001dh", ,"E 340-G09",304.3375,-38.673333333333325,90,2608,".SB.6.",15.9,>,"II",304.3506666666666,-38.67705555555555,"Chassagne"
2948,"2004fb", ,"E 340-G07",303.85499999999996,-37.51333333333333,24,6100,".S..3.",18.3,>,"II",303.85679166666665,-37.509611111111106,"Chen et al., Hsiao"
2942,"2004ev", ,"E 459-G13",290.11999999999995,-28.91833333333333,90,,".S..5.",18.1,>,"Ia",290.13241666666664,-28.920805555555553,"Puckett, Newton"
1734,"2000cu", ,"E 525-G04",291.0825,-25.984999999999996,48,,".S..2.",16.1,>,"Ia",291.0872916666666,-25.98447222222222,"Lick Observatory Supernova Search"
948,"1994ab",*,"M-05-50-08",319.23749999999995,-28.326666666666664,90,10500,".S..4.",17.0,>,"Ia",319.2364583333333,-28.33094444444444,"McNaught"
2947,"2004fa", ,"M-05-48-005",305.645,-29.82333333333333,0,5805,".S....",16.8,>,"Ia",305.6458333333333,-29.822416666666662,"Chen et al., Hsiao"
2645,"2003gj", ,"N 7017 ?",316.8375,-25.48833333333333,41,12892,"DL....",17.6,>,"Ia",316.82991666666663,-25.489888888888885,"Moore,Li+"
1208,"1997cr",*,"ANON",316.44999999999993,-25.224999999999998,,23084," ",20.4,>,"II:",316.45087499999994,-25.22494444444444,"Mount Stromlo Abell Cluster Supernova Search Team"
1926,"2001df", ,"M-04-51-5",324.82249999999993,-25.49333333333333,59,9436,".S..4.",18.0,>,"II",324.82562499999995,-25.49333333333333,"Martin, Modjaz, Li +"
2641,"2003gf", ,"M-04-52-26",333.41249999999997,-21.734999999999996,,2600,".IB...",14.5,>,"Ic",333.4205833333333,-21.734249999999996,"Graham, Li+"
591,"1984N", ,"N 7184",330.66499999999996,-20.811666666666664,83,2617,".SBR5.",14.0,>,"I",330.68625,-20.798055555555553,"Evans"
2663,"2003hb", ,"ANON",334.23499999999996,-17.959999999999997,,," ",21.6,>," ",334.23462499999994,-17.96047222222222,"Astier, Pritchet, Canada-France-Hawaii Telescope (CFHT) Legacy Survey Supernova Project"
1394,"1998dp", ,"ANON",329.61749999999995,-19.96833333333333,,17088," ",20.3,>," ",329.6171666666666,-19.968305555555553,"Mount Stromlo Abell Cluster Supernova Search Team"
2004,"2001gf", ,"LEDA869050",331.09,-18.365,,59958," ",20.0,>,"Ia",331.088625,-18.365777777777776,"Altavilla et al."
2662,"2003ha", ,"ANON",333.68999999999994,-17.74,,," ",21.2,>," ",333.6908333333333,-17.739694444444442,"Astier, Pritchet, Canada-France-Hawaii Telescope (CFHT) Legacy Survey Supernova Project"
2270,"2002eq", ,"ANON",319.74999999999994,-16.286666666666665,,26382," ",19.4,>,"Ia",319.7507916666666,-16.286861111111108,"Wood-Vasey et al."
2279,"2002ez", ,"LEDA3083204",330.085,-13.999999999999998,,12891," ",17.6,>,"Ia",330.0872083333333,-14.006249999999998,"Wood-Vasey et al."
1368,"1998co", ,"N 7131",326.9,-13.183333333333332,43,5418,".L....",16.0,>,"Ia",326.90099999999995,-13.181194444444442,"Johnson"
2689,"2003ib", ,"E 528-G18",308.37999999999994,-24.62333333333333,70,7195,".S..3.",17.5,>,"II",308.3790833333333,-24.62083333333333,"Singer, Beutler, Swift, Li+"
2864,"2004bv", ,"N 6907",306.2775,-24.80833333333333,44,3161,".SB.4.",15.3,>,"Ia",306.27641666666665,-24.81491666666666,"R.Kushida"
1742,"2000dc", ,"E 527-G19",305.18999999999994,-24.12833333333333,50,3117,".SBT4*",16.5,>,"II",305.1894583333333,-24.132638888888884,"Lick Observatory Supernova Search"
2273,"2002et", ,"M-04-47-10",302.12999999999994,-25.459999999999997,68,8217,".SBR5.",16.5,>,"Ia",302.12924999999996,-25.460416666666664,"Li, Swift, Ganeshalingam+"
1743,"2000dd", ,"LEDA804849",308.74999999999994,-23.099999999999998,,," ",17.4,>,"Ia",308.75041666666664,-23.098666666666663,"Lick Observatory Supernova Search"
2859,"2004bq", ,"E 597-G32",310.99499999999995,-20.676666666666662,71,,".S..1.",17.3,>,"Ia",310.9928333333333,-20.673805555555553,"Moore, Li+"
2642,"2003gg", ,"I 1321",307.04749999999996,-18.291666666666664,54,6660,".S..4.",18.5,>,"II",307.04449999999997,-18.292333333333332,"Moore, Li+"
2650,"2003go", ,"LEDA858649",298.19749999999993,-19.191666666666663,,15289," ",18.6,>,"IIn",298.1986666666666,-19.191166666666664,"Graham, Weisz, Li+"
1966,"2001et", ,"M-03-51-9",304.88999999999993,-18.156666666666663,36,,".SB.5.",17.8,>,"II",304.8958333333333,-18.16369444444444,"Li +"
2612,"2003fc", ,"LEDA 880427",302.0925,-17.609999999999996,,10493," ",18.3,>,"Ic",302.092,-17.60847222222222,"Papenkova, Li+"
2264,"2002ek", ,"LEDA 913085",308.03749999999997,-15.298333333333332,,," ",19.2,>," ",308.0354166666666,-15.299416666666664,"Wood-Vasey, Aldering, Nugent, Rudas"
2265,"2002el", ,"N 6986",314.12749999999994,-18.566666666666663,51,6985,".LB.-?",17.0,>,"Ia",314.12537499999996,-18.559527777777774,"Beutler, Li+"
1527,"1999co", ,"ANON",315.83,-14.546666666666665,,9260," ",17.4,>,"II",315.82966666666664,-14.546944444444442,"Lick Observatory Supernova Search"
1781,"2000eq", ,"ANON",315.99249999999995,-9.694999999999999,,," ",20.5,>,"Ia",315.99154166666665,-9.692166666666665,"Nearby Galaxies Supernova Search team"
2244,"2002dq", ,"N 7051",319.9625,-8.783333333333331,38,2519,".S..1.",17.0,>,"II",319.95812499999994,-8.777722222222222,"Hutchings, Li+"
865,"1992bb", ,"LEDA 163051",319.56749999999994,-7.584999999999999,68,8669,".S....",17.5,>,"Ia",319.5619166666666,-7.584305555555554,"McNaught"
1774,"2000ej", ,"I 1371",320.06499999999994,-4.876666666666666,53,9102,".L..-P",18.0,>,"Ia",320.06524999999993,-4.877916666666666,"Schwartz, Li, Filippenko +"
2233,"2002df", ,"M-01-53-6",311.42249999999996,-4.949999999999999,30,8598,".S..2.",17.1,>,"Ia",311.41387499999996,-4.951305555555555,"Papenkova, Li+"
6,"1907A", ,"N 4674",191.515,-8.656666666666666,70,1506,".SBS1P",13.5,=,"I",,,"Luyten"
8,"1912A", ,"N 2841",140.5075,50.974999999999994,63,638,".SAR3.",13.0,>," ",,,"Pease, Curtis"
10,"1915A", ,"N 4527",188.53749999999997,2.653333333333333,73,1736,".SBS4.",15.5,>," ",,,"Curtis"
13,"1920A", ,"N 2608",128.8225,28.47333333333333,56,2135,".SBS3.",11.7,=,"II:",,,"Wolf"
14,"1921A", ,"N 4038",180.46999999999997,-18.865,48,1642,".SBS9P",, ," ",,,"Hubble, Duncan"
15,"1921B", ,"N 3184",154.5725,41.423333333333325,17,592,".SBT5.",13.5,=,"II:",,,"Zwicky et al."
16,"1921C", ,"N 3184",154.5725,41.423333333333325,17,592,".SBT5.",11.0,=,"I",,,"Jones"
18,"1926A", ,"N 4303",185.47749999999996,4.471666666666666,17,1566,".SBT4.",14.0,=,"II",,,"Wolf, Reinmuth"
19,"1926B", ,"N 6181",248.08749999999998,19.824999999999996,67,2375,".SBT5.",14.8,>," ",,,"Van Maanen"
20,"1934A", ,"I 4719",278.29999999999995,-56.73166666666666,60,3182,".SAS7P",13.6,=," ",,,"Boyd"
22,"1936A", ,"N 4273",184.97999999999996,5.346666666666666,47,2378,".SBS5.",14.8,=,"IIL",,,"Hubble, Moore"
23,"1936B", ,"M 02-04-29",20.287499999999998,15.694999999999999,44,5121,".SB.5.",14.0,=," ",,,"Zwicky"
24,"1937A", ,"N 4157",182.765,50.48333333333333,90,774,".SBS3.",15.0,=,"II",,,"Zwicky"
25,"1937B", ,"E 532-G25",332.63999999999993,-22.656666666666663,34,9433,".SBR4.",15.3,>," ",,,"Zwicky"
28,"1937E", ,"N 1482",58.66499999999999,-20.501666666666665,54,1916,".LA.+P",15.0,=,"I:",,,"Zwicky"
29,"1937F", ,"N 3184",154.5725,41.423333333333325,17,592,".SXT5.",13.5,=,"IIP",,,"Jones"
30,"1938A", ,"U 2105",39.4175,34.431666666666665,62,4915,"PSBS1.",15.2,=," ",,,"Zwicky"
31,"1938B",*,"N 2672",132.33999999999997,19.074999999999996,,4343,"DE.1+.",15.5,>," ",,,"Wachmann"
32,"1938C", ,"ANON",199.02499999999998,25.166666666666664,,,".I....",17.7,>," ",,,"Klein"
33,"1939A", ,"N 4636",190.70749999999998,2.688333333333333,,938,".E.0+.",12.6,=,"I",,,"Zwicky"
34,"1939B", ,"N 4621",190.50999999999996,11.646666666666665,,410,".E.5..",12.1,=,"I",,,"Zwicky"
36,"1939D", ,"N  321",14.397499999999997,-5.001666666666666,50,5782,".SBT5P",16.0,>," ",,,"Zwicky"
37,"1940A", ,"N 5907",228.97499999999997,56.328333333333326,90,667,".SAS5.",13.3,=,"IIL",,,"Johnson"
38,"1940B", ,"N 4725",192.61249999999998,25.499999999999996,48,1206,".SBR2P",12.8,=,"II",,,"Johnson"
39,"1940C", ,"I 1099",226.72999999999996,56.508333333333326,41,8883,".SBR5*",16.3,>,"II",,,"Zwicky"
40,"1940D", ,"N 4545",188.64499999999998,63.52666666666666,56,2730,".SBS5*",15.0,>," ",,,"Johnson"
41,"1940E", ,"N  253",11.887499999999998,-25.28666666666666,84,241,".SB.5.",14.0,>,"I",,,"Zwicky"
42,"1941A", ,"N 4559",188.98999999999998,27.959999999999997,73,816,".SXT6.",13.2,=," ",,,"Jones"
43,"1941B", ,"N 3254",157.33249999999998,29.489999999999995,69,1355,".SAS4.",15.1,>," ",,,"Johnson"
44,"1941C", ,"N 4136",182.325,29.926666666666662,21,609,".SXR5.",16.8,>,"II",,,"Jones"
45,"1945A", ,"N 5195",202.49499999999998,47.27166666666666,38,465,".S?.1P",14.0,>,"I:",,,"Humason"
46,"1945B", ,"N 5236",204.24999999999997,-29.86833333333333,24,516,".SXS5.",13.7,>," ",,,"Liller"
47,"1946A", ,"N 3977",179.03499999999997,55.39166666666666,32,5807,"RSAT1*",18.0,>," ",,,"Hubble"
48,"1946B", ,"N 4632",190.63249999999996,-0.08333333333333331,70,1718,".SA.5.",15.7,>,"II:",,,"Hubble"
49,"1947A", ,"N 3177",154.14249999999998,21.12333333333333,41,1302,".SAT3.",16.8,>,"II",,,"Hubble"
50,"1948A", ,"N 4699",192.25999999999996,-8.663333333333332,41,1394,".SBT3.",17.0,>," ",,,"Hubble"
52,"1950A", ,"I 4051",195.22499999999997,28.006666666666664,,4994,".E.0..",17.7,>,"I",,,"Humason"
54,"1950C", ,"N 5033",198.36749999999998,36.59333333333333,70,875,".SAS5.",18.2,>," ",,,"Zwicky"
55,"1950D", ,"ANON",130.77499999999998,18.166666666666664,,,".S..5.",16.6,>," ",,,"Chai"
56,"1950F", ,"U 8995",211.19499999999996,8.799999999999999,65,1231,".SB.7.",16.2,>," ",,,"Zwicky"
57,"1950G", ,"ANON",146.02499999999998,9.349999999999998,,,".S..5.",18.3,>," ",,,"Zwicky"
58,"1950H", ,"N 5857",226.86499999999998,19.59833333333333,61,4682,".SBS3.",17.6,>," ",,,"Zwicky"
59,"1950I", ,"M 03-39-08",227.07249999999996,19.191666666666663,50,6146,".S..1.",20.2,>," ",,,"Zwicky"
60,"1950J", ,"ANON",229.37499999999997,19.766666666666662,,,".S..3.",20.3,>," ",,,"Zwicky"
61,"1950K", ,"ANON",230.44999999999996,17.43333333333333,,,".E....",20.0,>," ",,,"Zwicky"
62,"1950L", ,"P94270",235.53999999999996,21.964999999999996,58,12136,".S..1.",19.9,>," ",,,"Zwicky"
63,"1950M", ,"N 3266",158.325,64.74833333333332,30,1765,".LX.0.",14.5,>," ",,,"Deutsch"
66,"1951A", ,"ANON",328.82499999999993,-4.3,,17098,".SB.3.",16.6,>," ",,,"Chai"
67,"1951B", ,"M 02-36-26",210.91249999999997,11.378333333333332,58,11376,".S..3.",18.2,>," ",,,"Zwicky"
68,"1951C", ,"ANON",154.77499999999998,8.1,,,".E....",18.2,>," ",,,"Zwicky"
69,"1951D", ,"ANON",167.95,3.6999999999999993,,,".E....",19.6,>," ",,,"Zwicky"
70,"1951E", ,"ANON",231.22499999999997,8.316666666666665,,,".S..5.",20.0,>," ",,,"Zwicky"
71,"1951F", ,"M-01-01-16",0.034999999999999996,-6.373333333333332,87,6547,".S..1P",17.3,>," ",,,"Zwicky"
72,"1951G", ,"P  744",2.6399999999999997,-6.296666666666666,,25243,".E....",18.8,>," ",,,"Zwicky"
74,"1951J", ,"U 3331",84.47749999999999,0.12333333333333332,32,,".S..3.",17.5,>," ",,,"Mueller"
75,"1952A", ,"U 1347",28.192499999999995,36.618333333333325,21,5543,".SBT5.",18.6,>," ",,,"Zwicky"
76,"1952B", ,"ANON",141.49999999999997,29.449999999999996,,,".S..5.",17.8,>," ",,,"Chai"
77,"1952C", ,"ANON",195.04999999999998,-3.3499999999999996,,,".I....",18.7,>," ",,,"Zwicky"
78,"1952D", ,"ANON",169.37499999999997,-3.066666666666666,,,".S..5.",19.5,>," ",,,"Zwicky"
79,"1952E", ,"ANON",197.44999999999996,-3.483333333333333,,,".S....",19.8,>," ",,,"Zwicky"
80,"1952F", ,"ANON",187.09999999999997,13.333333333333332,,,".S..3.",16.9,>," ",,,"Zwicky"
81,"1952G", ,"N 5668",218.35499999999996,4.448333333333332,30,1583,".SAS6.",17.9,>," ",,,"Zwicky"
