recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
2463,"2003F", ,"U 3261",77.88499999999999,17.054999999999996,44,5169,".S..7.",15.9,>,"Ia",77.88754166666665,17.057888888888886,"Graham, Li + ; Puckett, Toth"
1571,"1999ek", ,"U 3329",84.13499999999999,16.641666666666666,68,5253,".S..4.",17.9,>,"Ia",84.13166666666666,16.638277777777777,"Lick Observatory Supernova Search"
962,"1995C", ,"LEDA 703368",181.00499999999997,-31.59833333333333,,8158,".I....",17.5,>,"Ia",181.01049999999998,-31.600638888888884,"McNaught"
978,"1995S", ,"N 4456",186.96749999999997,-30.09833333333333,59,6157,".S..4.",17.5,>," ",186.9720833333333,-30.098722222222218,"McNaught"
732,"1990S", ,"M-05-29-06",181.39,-30.16166666666666,66,7539,".S..2.",16.1,=,"II:",181.38791666666665,-30.161111111111108,"Antezana"
1871,"2001ba", ,"M-05-28-1",174.50249999999997,-32.324999999999996,56,8819,".SBR4.",15.9,>,"Ia",174.50733333333332,-32.33083333333333,"Chassagne"
2807,"2004Q", ,"E 507-G11",191.91749999999996,-26.199999999999996,64,7483,".SB.4.",18.4,>,"II",191.91712499999997,-26.206472222222217,"Burket, Li+"
1341,"1998bn", ,"N 4462",187.33749999999998,-23.164999999999996,71,1792,".SBR2.",13.4,>,"Ia",187.32866666666663,-23.163666666666664,"Li, Modjaz, Treffers, Filippenko"
2605,"2003ev", ,"LEDA825312",197.63249999999996,-21.664999999999996,,7195," ",18.5,>,"Ic",197.63249999999996,-21.663777777777774,"Papenkova, Weisz, Li+"
1530,"1999cr", ,"E 576-G34",200.0775,-20.14833333333333,90,3000,".S..6.",18.0,>,"II",200.07624999999996,-20.14736111111111,"Antezana"
2857,"2004bo", ,"E 576-G54",201.53249999999997,-19.776666666666664,51,7024,".LB...",17.0,>,"Ia",201.52662499999997,-19.77572222222222,"Singer, Burket, Li+"
2237,"2002dj", ,"N 5018",198.25499999999997,-19.51833333333333,,2794,".E....",16.4,>,"Ia",198.25141666666664,-19.51908333333333,"Hutchings, Li+"
1440,"1999E", ,"LEDA3098299",199.31999999999996,-18.551666666666666,62,7740,".S....",16.0,>,"IIn",199.3182083333333,-18.55372222222222,"Antezana"
2818,"2004ab", ,"N 5054",199.24249999999998,-16.63333333333333,53,1741,".S..4.",14.7,>,"Ia",199.24241666666663,-16.631305555555553,"Monard"
1386,"1998dg", ,"M-03-34-008",197.60499999999996,-16.931666666666665,59,2446,".S..2.",16.0,>,"Ia",197.59937499999998,-16.93558333333333,"Wischnjewsky"
1695,"2000bh", ,"E 573-G14",185.31499999999997,-21.996666666666663,52,6838,".S..5.",16.0,>,"Ia",185.3130833333333,-21.998805555555553,"Antezana"
1534,"1999cx", ,"LEDA847491",181.95499999999998,-20.006666666666664,,," ",18.5,>," ",181.954875,-20.00633333333333,"Wischnjewsky"
1531,"1999cs", ,"LEDA846313",181.10499999999996,-20.099999999999998,,18000," ",17.5,>,"Ia",181.10529166666663,-20.10055555555555,"Antezana"
2985,"2004gm", ,"M-02-33-80",194.91499999999996,-14.966666666666665,82,4963,".L....",15.9,>,"Ia",194.91887499999999,-14.96733333333333,"Burket, Li+"
774,"1991X", ,"N 4902",195.24999999999997,-14.513333333333332,24,2625,".SBR3.",13.8,>,"Ia",195.2530833333333,-14.510555555555554,"Evans"
2590,"2003eg", ,"N 4727 ?",192.73999999999998,-14.333333333333332,46,7495,"?SB.4.",15.8,>,"II",192.74304166666664,-14.333638888888887,"Ganeshalingam, Graham, Pugh, Li+"
1656,"2000U", ,"PGC 956627",191.36749999999998,-12.176666666666666,,," ",19.7,>," ",191.36624999999998,-12.176194444444443,"EROS"
1030,"1996M", ,"LEDA944210",192.81749999999997,-13.019999999999998,,5996," ",18.0,>,"II",192.823875,-13.019916666666665,"McNaught"
1180,"1997bp", ,"N 4680",191.72749999999996,-11.636666666666665,53,2492,".S..1.",14.2,>,"Ia",191.72395833333331,-11.642555555555553,"Evans"
2589,"2003ef", ,"N 4708",192.42249999999999,-11.093333333333332,43,4103,".SB.2.",16.3,>,"II",192.42604166666663,-11.091527777777776,"Weisz, Li+"
1655,"2000T", ,"ANON",189.08499999999998,-12.473333333333331,,53963," ",21.0,>,"Ia",189.08479166666663,-12.473138888888887,"EROS"
1176,"1997bl", ,"ANON",190.08749999999998,-11.743333333333332,,56961," ",21.5,>,"Ia",190.08749999999998,-11.744166666666665,"Hardin"
1276,"1998A",*,"I 2627",167.47249999999997,-23.726666666666663,40,2087,".SBS4*",17.0,>,"II",167.4597083333333,-23.728638888888884,"Williams, Woodings, Martin"
2838,"2004av", ,"E 571-G 15",175.24499999999998,-22.476666666666663,90,7057,".S..3.",15.8,>,"Ia",175.24099999999999,-22.481555555555552,"Moore, Li+"
888,"1993D", ,"M-04-27-11",172.24999999999997,-22.481666666666662,36,8190,"RLBR+.",18.0,>,"Ia",172.24504166666665,-22.48505555555555,"McNaught"
2133,"2002J", ,"N 3464",163.66499999999996,-21.066666666666663,51,3729,".SBT5.",16.6,>,"Ic",163.65983333333332,-21.064888888888888,"Weisz, Li +"
2356,"2002hy", ,"N 3464",163.66499999999996,-21.066666666666663,51,3729,".SBT5.",16.4,>,"IbPec",163.66324999999998,-21.06144444444444,"Monard"
2814,"2004X", ,"P 34628",169.81499999999997,-15.734999999999998,,3917,".E....",18.1,>,"II",169.81270833333332,-15.734638888888886,"Pugh, Li+"
1471,"1999aj", ,"ANON",170.66499999999996,-11.731666666666666,,," ",20.9,>," ",170.66391666666664,-11.731638888888888,"Supernova Cosmology Project"
1472,"1999ak", ,"LEDA114587",166.71499999999997,-11.654999999999998,,16361," ",18.7,>,"Ia",166.716875,-11.653694444444442,"Supernova Cosmology Project"
1184,"1997bt", ,"LEDA114234",166.56249999999997,-11.606666666666666,,19428," ",19.5,>,"II",166.56291666666664,-11.606944444444443,"Hardin"
1040,"1996W", ,"N 4027",179.87499999999997,-19.266666666666666,44,1671,".SBS6.",15.1,>,"II",179.87075,-19.25608333333333,"Li, Qiu, Qiao, Ma, Hu"
1379,"1998cz", ,"ANON",180.77749999999997,-12.628333333333332,,," ",18.5,>," ",180.7770833333333,-12.628194444444443,"Perdereau, Regnault (EROS)"
1497,"1999bj", ,"ANON",177.90999999999997,-12.484999999999998,,47967," ",20.8,>,"Ia",177.90995833333332,-12.485638888888888,"EROS, Supernova Cosmology Project"
1501,"1999bn", ,"ANON",179.25249999999997,-11.443333333333332,,35975," ",19.6,>,"Ia",179.25166666666664,-11.443999999999999,"EROS, Supernova Cosmology Project"
1103,"1996ch", ,"ANON",179.90749999999997,-9.909999999999998,,170882," ",24.1,>,"Ia",179.9072083333333,-9.909499999999998,"Supernova Cosmology Project"
1363,"1998cj", ,"N 4263",184.92499999999998,-12.224999999999998,62,4234,".SXT3P",17.2,>,"II",184.93041666666664,-12.228277777777777,"Regnault, Perdereau"
2188,"2002bm", ,"M-01-32-19",187.56749999999997,-8.396666666666665,21,5462,".SBR4P",17.0,>,"Ic",187.57041666666663,-8.392999999999999,"Puckett, Sehgal"
1698,"2000bk", ,"N 4520",188.45749999999998,-7.374999999999999,58,7628,".LA.-P",16.8,>,"Ia",188.47474999999997,-7.378583333333332,"Armstrong"
2128,"2002E", ,"N 4129",182.22249999999997,-9.036666666666665,78,1174,".SBS2*",16.8,>,"II",182.22041666666664,-9.036999999999999,"Swift, Li +"
1296,"1998U", ,"LEDA957349",174.13499999999996,-12.124999999999998,,," ",20.0,>," ",174.13416666666663,-12.124083333333331,"EROS"
1498,"1999bk", ,"ANON",172.21749999999997,-12.299999999999999,,28780," ",19.1,>,"Ia",172.21670833333332,-12.302305555555554,"EROS, Supernova Cosmology Project"
1823,"2001E", ,"N 3905",177.26999999999998,-9.729999999999999,44,5774,".SBT5.",15.5,>,"Ia",177.27083333333331,-9.73636111111111,"Modjaz, Li +"
2588,"2003ee", ,"ANON",173.35249999999996,-9.989999999999998,,6295," ",16.5,>,"IIn",173.3520833333333,-9.990666666666666,"Wood-Vasey, Aldering, Nugent"
1830,"2001L", ,"M-01-30-11",174.2025,-8.586666666666666,79,4567,".SA.3.",15.4,>,"Ia",174.20345833333332,-8.585277777777776,"Friedman, Li, Chornock +"
1503,"1999bp", ,"ANON",174.94249999999997,-8.86,,23084," ",18.8,>,"Ia",174.94341666666665,-8.859666666666666,"EROS, Supernova Cosmology Project"
1465,"1999ad", ,"LEDA156690",173.3275,-5.758333333333333,,," ",20.2,>," ",173.32691666666665,-5.758277777777777,"Supernova Cosmology Project"
1657,"2000V", ,"ANON",180.86999999999998,-5.786666666666666,,30000," ",20.6,>,"Ia",180.86933333333332,-5.787694444444444,"EROS"
1354,"1998ca", ,"ANON",183.37749999999997,-6.396666666666666,,8394," ",18.8,>,"II",183.3718333333333,-6.394999999999999,"Perdereau, Regnault"
1469,"1999ah", ,"ANON",182.40499999999997,-6.309999999999999,,23983," ",20.8,>," ",182.40499999999997,-6.3095277777777765,"Supernova Cosmology Project"
1353,"1998bz", ,"LEDA1042759",182.77499999999998,-5.593333333333333,,," ",19.1,>," ",182.77433333333332,-5.592722222222221,"Perdereau, Regnault"
1468,"1999ag", ,"ANON",183.84499999999997,-5.303333333333333,,29619," ",20.7,>," ",183.84504166666665,-5.303444444444444,"Supernova Cosmology Project"
2854,"2004bl", ,"M 00-31-42",183.79749999999999,-3.4399999999999995,80,5192,".S..6.",16.0,>,"Ia",183.8003333333333,-3.438416666666666,"Pugh, Li+"
1466,"1999ae", ,"LEDA1055291",177.84999999999997,-4.653333333333332,,22853," ",21.2,>,"II",177.85199999999998,-4.652611111111111,"Supernova Cosmology Project"
1712,"2000by", ,"LEDA1059098",174.98,-4.371666666666666,,29979," ",19.3,>,"Ia",174.97879166666664,-4.3712222222222215,"EROS, European Supernova Cosmology Consortium, et al"
2565,"2003dg", ,"U 6934",179.38249999999996,-1.2533333333333332,90,5536,".S..5.",19.1,>,"Ib/cPec",179.3832083333333,-1.2537777777777777,"Pugh, Li+"
1167,"1997bc", ,"ANON",179.78499999999997,-0.5549999999999999,,77946," ",22.1,>,"II",179.7844583333333,-0.5557222222222221,"High-Z Supernova Search Team"
1026,"1996I", ,"ANON",180.16499999999996,-0.2666666666666666,,170882," ",23.0,>,"Ia",180.16429166666663,-0.2673333333333333,"High-Z Supernova Search Team"
755,"1991D", ,"LEDA 084044",205.30249999999998,-14.64333333333333,59,12528,".S....",16.5,>,"Ib",205.30666666666664,-14.646388888888886,"Remillard, Brissenden, Halpern, Eracleous"
2227,"2002cz", ,"LEDA919477",203.50749999999996,-14.821666666666665,,," ",18.6,>," ",203.51079166666665,-14.822138888888887,"Wood-Vasey, Aldering, Nugent"
2194,"2002bs", ,"I 4221",199.62749999999997,-14.60833333333333,58,2895,".SBR5.",14.1,>,"Ia",199.62624999999997,-14.608833333333331,"Wei, Qiu, Cao, Wang, Hu"
1649,"2000N", ,"M-02-34-54",201.97999999999996,-13.423333333333332,44,3990,".SB.4.",17.3,>,"II",201.98412499999998,-13.413416666666665,"Lick Observatory Supernova Search"
2825,"2004ai", ,"ANON",208.60749999999996,-12.686666666666666,,176878," ",23.4,>,"Ic",208.6087083333333,-12.687749999999998,"Riello, Benetti, Cappellaro, Patat, Botticella, Altavilla, Pastorello, Turatto, Valenti"
2215,"2002cn", ,"ANON",208.33749999999998,-12.258333333333331,,90537," ",22.3,>,"Ia",208.33849999999998,-12.258194444444444,"Altavilla, Benetti et al."
2873,"2004ce", ,"ANON",208.69249999999997,-12.243333333333332,,139404," ",22.8,>,"Ia",208.69137499999997,-12.243416666666665,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti"
2843,"2004ba", ,"ANON",209.23499999999996,-11.428333333333331,,," ",22.9,>," ",209.2355833333333,-11.427749999999998,"Norman, Squires, Kubo, Becker"
2844,"2004bb", ,"ANON",209.29249999999996,-11.054999999999998,,," ",21.7,>," ",209.29362499999996,-11.055416666666664,"Norman, Squires, Kubo, Becker"
2248,"2002du", ,"ANON",208.32499999999996,-11.624999999999998,,62956," ",22.2,>,"II",208.32616666666664,-11.624666666666664,"Altavilla+"
2214,"2002cm", ,"LEDA962524",208.01499999999996,-11.721666666666666,,26082," ",22.3,>,"II",208.01529166666663,-11.719027777777777,"Altavilla, Benetti et al."
2162,"2002am", ,"LEDA976363",210.51499999999996,-10.586666666666666,,9000," ",19.1,>,"Ia",210.5130833333333,-10.58997222222222,"Becker et al."
1839,"2001U", ,"N 5442",211.17749999999998,-9.713333333333331,68,8517,".SBS3P",17.3,>,"Ia",211.17891666666662,-9.708249999999998,"Schwartz, Li +"
2131,"2002H", ,"M-02-35-11",204.62249999999997,-10.703333333333331,30,6679,".L...P",16.7,>,"Ia",204.61491666666663,-10.720249999999998,"Weisz, Li +"
1467,"1999af", ,"ANON",206.21249999999998,-6.671666666666666,,29080," ",20.6,>,"Ia",206.21229166666663,-6.670166666666666,"Supernova Cosmology Project"
1711,"2000bx", ,"ANON",207.23249999999996,-6.309999999999999,,26981," ",19.2,>,"Ia",207.23137499999996,-6.309972222222221,"EROS, European Supernova Cosmology Consortium, et al"
1504,"1999bq", ,"ANON",196.72749999999996,-12.621666666666664,,44669," ",20.1,>,"Ia",196.72691666666663,-12.619888888888887,"EROS, Supernova Cosmology Project"
1709,"2000bv", ,"ANON",194.86999999999998,-12.334999999999999,,35975," ",20.6,>,"II:",194.8695833333333,-12.335444444444443,"EROS, European Supernova Cosmology Consortium, et al"
759,"1991H", ,"Reiz3080",194.72499999999997,-10.731666666666666,,5396," ",17.5,>,"II",194.72554166666663,-10.733888888888888,"McNaught"
941,"1994U", ,"N 4948",196.22999999999996,-7.946666666666665,72,1330,".SBS7*",14.0,>,"Ia",196.23391666666663,-7.94761111111111,"Barker"
2569,"2003dk", ,"ANON",198.88249999999996,-7.348333333333333,,," ",18.6,>," ",198.88187499999998,-7.348833333333332,"Wood-Vasey, Aldering, Nugent, Quinones"
2534,"2003cb", ,"N 4885",195.14,-6.853333333333333,,3366," ",17.9,>,"II",195.13854166666664,-6.852583333333333,"Schwartz, Holvorcem+"
1470,"1999ai", ,"M-01-34-13",198.53999999999996,-5.598333333333333,90,5339,".S..5.",18.1,>," ",198.54404166666663,-5.595472222222221,"Supernova Cosmology Project"
1674,"2000am", ,"ANON",203.00499999999997,-2.193333333333333,,59958," ",19.6,=," ",203.0040833333333,-2.1939166666666665,"QUEST collaboration"
1849,"2001ae", ,"I 4229",200.60999999999999,-2.418333333333333,38,6978,"PSBR3P",17.3,>,"II",200.60899999999998,-2.4236111111111107,"Friedman, Li +"
2132,"2002I", ,"I 4229",200.60999999999999,-2.418333333333333,38,6978,"PSBR3P",17.3,>,"Ia",200.6118333333333,-2.4178055555555553,"Weisz, Li +"
940,"1994T", ,"C 16-58",200.37749999999997,-2.1449999999999996,69,10390,".S..1.",17.3,=,"Ia",200.3780833333333,-2.148972222222222,"Peters, Challis"
2608,"2003ey", ,"LEDA1003217",215.01499999999996,-8.476666666666665,,19487," ",18.8,>,"Ia",215.01366666666664,-8.477777777777776,"Wood-Vasey, Aldering, Nugent"
1885,"2001bq", ,"N 5534",214.41749999999996,-7.418333333333332,32,2633,"PSBS2P",15.1,>,"II",214.4255833333333,-7.4168611111111105,"Itagaki"
1713,"2000bz", ,"ANON",213.75999999999996,-6.288333333333332,,77946," ",21.2,>,"Ia",213.76108333333332,-6.287777777777777,"EROS, European Supernova Cosmology Consortium, et al"
1502,"1999bo", ,"ANON",215.28249999999997,-5.956666666666666,,38973," ",19.7,>,"Ia",215.28116666666665,-5.957166666666666,"EROS, Supernova Cosmology Project"
2257,"2002ed", ,"N 5468",211.64499999999998,-5.453333333333332,21,2845,".SXT5.",16.4,>,"II",211.65924999999996,-5.457777777777777,"Monard"
1528,"1999cp", ,"N 5468",211.64499999999998,-5.453333333333332,21,2845,".SBT5.",14.2,=,"Ia",211.63041666666663,-5.446944444444443,"Lick Observatory Supernova Search"
2219,"2002cr", ,"N 5468",211.64499999999998,-5.453333333333332,21,2845,".SXT5.",14.2,=,"Ia",211.65662499999996,-5.4394166666666655,"R.Kushida"
1378,"1998cy", ,"ANON",210.67749999999998,-5.751666666666666,,," ",19.5,>," ",210.67841666666664,-5.751583333333333,"Perdereau, Regnault (EROS)"
726,"1990M", ,"N 5493",212.87249999999997,-5.043333333333333,36,2711,".L...P",12.4,=,"Ia",212.8720833333333,-5.043333333333333,"Evans"
1705,"2000br", ,"LEDA1063998",210.95999999999998,-4.018333333333333,,," ",19.7,>,"II",210.95916666666665,-4.017138888888888,"Strolger, Nearby Galaxies Supernova Search"
975,"1995P", ,"LEDA119205",211.80999999999997,-2.726666666666666,,16790," ",18.0,>,"Ia:",211.8097083333333,-2.7257499999999997,"McNaught"
1680,"2000as", ,"LEDA3305492",219.03749999999997,-0.4266666666666666,,32012," ",20.1,>," ",219.03804166666663,-0.42674999999999996,"QUEST collaboration"
1862,"2001ar", ,"ANON",220.22249999999997,-0.6566666666666666,,," ",18.7,>," ",220.22274999999996,-0.6568333333333333,"QUEST collaboration"
2164,"2002ao", ,"U 9299",217.39499999999998,-0.01833333333333333,67,1552,".SBS6P",14.1,>,"Ic:",217.39891666666665,-0.015499999999999998,"Martin, Li +"
1813,"2000fw", ,"ANON",217.55749999999998,0.5099999999999999,,28855," ",19.1,>,"Ia",217.55862499999998,0.5098333333333332,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))"
1060,"1996aq", ,"N 5584",215.59999999999997,-0.3866666666666666,40,1635,".SBT5.",14.7,>,"Ic",215.5947083333333,-0.38999999999999996,"Aoki"
1890,"2001bv", ,"LEDA3303394",209.53749999999997,-1.8616666666666664,,34624," ",19.9,>," ",209.5379583333333,-1.8613611111111108,"QUEST collaboration"
977,"1995R", ,"U 8801",208.38249999999996,-1.1933333333333331,80,7098,".S..4.",18.0,>,"Ia",208.3858333333333,-1.1917222222222221,"McNaught"
2648,"2003gm", ,"N 5334",208.22749999999996,-1.1133333333333333,41,1382,".SB.5.",17.0,>," ",208.21549999999996,-1.1108888888888886,"Schwartz, Holvorcem, Li+"
1891,"2001bw", ,"LEDA3303075",210.27249999999998,-1.1416666666666666,,22170," ",19.8,>," ",210.27291666666665,-1.1405555555555553,"QUEST collaboration"
1861,"2001aq", ,"ANON",210.38999999999996,-0.9966666666666665,,," ",19.9,>," ",210.39066666666665,-0.996861111111111,"QUEST collaboration"
1677,"2000ap", ," ",,,,," ",20.0,>," ",212.34854166666665,-0.5838055555555555,"QUEST collaboration"
1678,"2000aq", ," ",,,,," ",20.0,=," ",212.60016666666664,-0.3019166666666666,"QUEST collaboration"
1523,"1999ck", ,"ANON",212.23499999999996,-0.09666666666666665,,129510," ",21.9,>,"Ia",212.23579166666664,-0.09741666666666665,"European Supernova Cosmology Consortium"
1679,"2000ar", ,"ANON",213.04999999999998,-0.48499999999999993,,," ",20.3,>," ",213.04954166666664,-0.4847777777777777,"QUEST collaboration"
1676,"2000ao", ,"ANON",209.45749999999998,-0.01833333333333333,,," ",20.4,>," ",209.45749999999998,-0.018,"QUEST collaboration"
1313,"1998al", ,"ANON",205.77249999999998,-0.4283333333333333,,213000," ",23.4,>,"Ia",205.77237499999998,-0.42861111111111105,"High-Z Supernova Search Team"
1314,"1998am", ,"ANON",205.33999999999997,-0.5433333333333332,,72000," ",23.8,>,"II",205.3390833333333,-0.5427222222222221,"High-Z Supernova Search Team"
1675,"2000an", ,"ANON",206.59999999999997,-0.10999999999999999,,," ",20.3,>," ",206.59974999999997,-0.10949999999999999,"QUEST collaboration"
1172,"1997bh", ,"ANON",206.14999999999998,-0.32999999999999996,,119917," ",22.3,>,"Ia",206.14987499999998,-0.33036111111111105,"High-Z Supernova Search Team"
2213,"2002cl", ,"P48663",206.04249999999996,-0.21499999999999997,38,21397,".S....",21.6,>,"Ic",206.04141666666663,-0.21605555555555553,"Altavilla, Benetti et al."
1312,"1998ak", ,"ANON",206.06749999999997,-0.17999999999999997,,222000," ",23.7,>,"Ia:",206.06758333333332,-0.18036111111111108,"High-Z Supernova Search Team"
2872,"2004cd", ,"ANON",206.21249999999998,-0.06333333333333332,,149896," ",22.7,>,"Ia",206.21124999999998,-0.06341666666666666,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti"
1310,"1998ai", ,"ANON",205.61499999999998,-0.11333333333333331,,147000," ",22.7,>,"Ia",205.6149583333333,-0.11311111111111109,"High-Z Supernova Search Team"
1170,"1997bf", ,"ANON",205.45249999999996,0.10333333333333332,,44969," ",20.4,>," ",205.4514583333333,0.10333333333333332,"High-Z Supernova Search Team"
1308,"1998ag", ,"ANON",205.90249999999997,0.1333333333333333,,201000," ",23.5,>,"Ia",205.90174999999996,0.13394444444444442,"High-Z Supernova Search Team"
2195,"2002bt", ,"P48008",204.05749999999998,-1.038333333333333,,17988,"TE....",17.9,>,"Ia",204.05499999999998,-1.0388333333333333,"Li +"
1882,"2001bm", ,"ANON",203.99499999999998,-0.7516666666666666,,," ",19.7,>," ",203.99437499999996,-0.7509166666666666,"QUEST collaboration"
1329,"1998bb", ,"ANON",205.97249999999997,1.4266666666666665,,170882," ",24.0,>,"Ia",205.97324999999998,1.4260277777777777,"Supernova Cosmology Project"
1331,"1998bd", ,"ANON",206.36999999999998,1.958333333333333,,74948," ",21.2,>,"Ia",206.37104166666663,1.9590277777777776,"Supernova Cosmology Project"
1337,"1998bj", ,"ANON",206.95749999999998,1.9966666666666664,,," ",23.4,>," ",206.95679166666665,1.996611111111111,"Supernova Cosmology Project"
1334,"1998bg", ,"ANON",206.79999999999998,2.1216666666666666,,," ",20.9,>," ",206.79891666666663,2.1228888888888884,"Supernova Cosmology Project"
1332,"1998be", ,"ANON",206.58749999999998,2.0449999999999995,,191867," ",23.8,>,"Ia",206.58704166666664,2.0445555555555552,"Supernova Cosmology Project"
